,Store,StoreType,Assortment,CompetitionDistance,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenTime
426,427,a,c,70.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",126.0
427,428,d,a,2960.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",13.0
428,429,d,c,16350.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",126.0
429,430,d,c,12870.0,0,,,,87.0
430,431,d,c,4520.0,0,,,,
431,432,a,a,810.0,0,,,,32.0
432,433,a,c,30030.0,0,,,,62.0
433,434,a,a,13020.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",149.0
434,435,a,a,910.0,0,,,,
435,436,d,a,2300.0,0,,,,
436,437,c,c,430.0,1,50.0,2010.0,"Jan,Apr,Jul,Oct",
437,438,d,c,1110.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",
438,439,a,a,1350.0,0,,,,76.0
439,440,d,a,3900.0,1,45.0,2009.0,"Feb,May,Aug,Nov",129.0
440,441,d,a,2530.0,0,,,,
441,442,c,a,500.0,1,45.0,2009.0,"Feb,May,Aug,Nov",
442,443,d,a,11400.0,0,,,,121.0
443,444,c,a,1700.0,0,,,,74.0
444,445,a,a,240.0,0,,,,
445,446,a,a,340.0,1,31.0,2013.0,"Feb,May,Aug,Nov",183.0
446,447,a,c,1510.0,0,,,,28.0
447,448,a,c,3970.0,0,,,,76.0
448,449,a,c,120.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",13.0
449,450,c,a,5780.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",254.0
450,451,a,a,2460.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",81.0
451,452,a,c,1850.0,1,5.0,2011.0,"Feb,May,Aug,Nov",29.0
452,453,a,c,75860.0,0,,,,
453,454,a,a,26450.0,0,,,,
454,455,d,c,7660.0,0,,,,64.0
455,456,a,c,140.0,0,,,,
456,457,d,c,13140.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",
457,458,c,a,3390.0,0,,,,
458,459,a,a,250.0,1,5.0,2013.0,"Feb,May,Aug,Nov",88.0
459,460,a,a,34050.0,0,,,,93.0
460,461,d,c,1790.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",30.0
461,462,a,a,44320.0,0,,,,89.0
462,463,a,a,4160.0,0,,,,
463,464,c,a,520.0,0,,,,82.0
464,465,d,c,10890.0,0,,,,129.0
465,466,a,c,3110.0,0,,,,154.0
466,467,a,c,20390.0,0,,,,93.0
467,468,c,c,5260.0,0,,,,40.0
468,469,c,c,710.0,0,,,,124.0
469,470,a,c,50.0,0,,,,
470,471,d,a,5300.0,1,45.0,2009.0,"Feb,May,Aug,Nov",
471,472,c,c,5030.0,0,,,,53.0
472,473,a,a,50.0,0,,,,
473,474,c,a,14810.0,1,14.0,2011.0,"Mar,Jun,Sept,Dec",
474,475,a,a,140.0,0,,,,124.0
475,476,d,a,8300.0,0,,,,112.0
476,477,d,a,770.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct",66.0
477,478,d,c,1940.0,0,,,,46.0
478,479,a,a,320.0,1,9.0,2011.0,"Feb,May,Aug,Nov",121.0
479,480,a,a,300.0,0,,,,38.0
480,481,c,c,7470.0,1,44.0,2012.0,"Feb,May,Aug,Nov",
481,482,c,a,2550.0,0,,,,123.0
482,483,a,c,2310.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",52.0
483,484,a,c,14300.0,0,,,,58.0
484,485,d,c,3270.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",
485,486,a,a,2320.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",
486,487,d,c,2180.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",40.0
487,488,a,c,2890.0,0,,,,21.0
488,489,a,a,14960.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",26.0
489,490,a,a,660.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",33.0
490,491,d,c,4680.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",
491,492,a,a,1740.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",94.0
492,493,d,c,1150.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",
493,494,b,a,1260.0,0,,,,55.0
494,495,d,a,5470.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",
495,496,d,c,2780.0,0,,,,7.0
496,497,a,c,1610.0,0,,,,
497,498,a,a,990.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",
498,499,c,c,450.0,1,5.0,2013.0,"Feb,May,Aug,Nov",
499,500,d,c,10690.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",100.0
500,501,a,c,1620.0,0,,,,112.0
501,502,a,a,220.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",167.0
502,503,d,c,13080.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",112.0
503,504,c,c,820.0,0,,,,
504,505,a,a,350.0,1,5.0,2013.0,"Feb,May,Aug,Nov",
505,506,a,a,1850.0,1,18.0,2011.0,"Feb,May,Aug,Nov",13.0
506,507,a,c,9070.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",57.0
507,508,a,c,1280.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",
508,509,a,a,4740.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",90.0
509,510,a,c,8260.0,0,,,,
510,511,a,a,2060.0,0,,,,76.0
511,512,b,b,590.0,1,5.0,2013.0,"Mar,Jun,Sept,Dec",
512,513,a,a,400.0,0,,,,29.0
513,514,c,c,1200.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct",42.0
514,515,d,c,11260.0,1,9.0,2011.0,"Feb,May,Aug,Nov",
515,516,a,c,20.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",
516,517,a,c,22490.0,0,,,,
517,518,d,c,3330.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",10.0
518,519,c,c,2510.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",77.0
519,520,a,c,6900.0,1,40.0,2012.0,"Mar,Jun,Sept,Dec",
520,521,d,a,18610.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",158.0
521,522,d,c,7160.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",38.0
522,523,c,c,50.0,0,,,,26.0
523,524,a,c,40860.0,0,,,,28.0
524,525,d,c,1870.0,0,,,,28.0
525,526,a,a,120.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",
526,527,d,c,5830.0,0,,,,93.0
527,528,a,c,20620.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",
528,529,d,c,12920.0,0,,,,40.0
529,530,a,c,18160.0,0,,,,
530,531,a,c,4030.0,0,,,,
531,532,a,c,1070.0,0,,,,65.0
532,533,a,c,5950.0,0,,,,
533,534,d,a,1200.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",76.0
534,535,a,a,3570.0,0,,,,105.0
535,536,a,c,4700.0,1,31.0,2013.0,"Feb,May,Aug,Nov",160.0
536,537,a,a,600.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",164.0
537,538,a,a,990.0,0,,,,71.0
538,539,a,a,770.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",32.0
539,540,d,c,810.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",
540,541,a,c,650.0,0,,,,306.0
541,542,a,a,7280.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",40.0
542,543,c,a,1080.0,0,,,,37.0
543,544,a,a,250.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",169.0
544,545,a,c,5020.0,1,18.0,2014.0,"Feb,May,Aug,Nov",116.0
545,546,a,a,580.0,0,,,,132.0
546,547,d,c,8990.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",74.0
547,548,d,c,3760.0,0,,,,83.0
548,549,a,c,2330.0,0,,,,
549,550,d,c,50.0,0,,,,7.0
550,551,a,c,2190.0,0,,,,28.0
551,552,a,a,4260.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",90.0
552,553,c,a,3040.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",160.0
553,554,c,c,1200.0,0,,,,
554,555,d,a,1560.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",24.0
555,556,d,c,1140.0,0,,,,14.0
556,557,a,a,250.0,0,,,,
557,558,a,a,3000.0,0,,,,71.0
558,559,d,a,3910.0,1,5.0,2013.0,"Feb,May,Aug,Nov",110.0
559,560,c,c,1910.0,0,,,,30.0
560,561,d,a,14300.0,0,,,,
561,562,b,c,1210.0,0,,,,
562,563,a,a,700.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",10.0
563,564,d,c,6540.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",
564,565,a,c,160.0,0,,,,102.0
565,566,a,a,3620.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",
566,567,c,a,1010.0,1,18.0,2011.0,"Feb,May,Aug,Nov",40.0
567,568,d,c,4270.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",
568,569,a,a,1340.0,0,,,,112.0
569,570,a,a,180.0,0,,,,110.0
570,571,d,a,2110.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",242.0
571,572,d,c,9230.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",141.0
572,573,a,a,1190.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",38.0
573,574,d,a,4400.0,0,,,,
574,575,a,a,960.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",92.0
575,576,c,a,50.0,0,,,,110.0
576,577,a,c,2270.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",
577,578,d,a,12700.0,0,,,,33.0
578,579,c,a,20970.0,0,,,,38.0
579,580,a,c,170.0,0,,,,83.0
580,581,a,a,7250.0,0,,,,25.0
581,582,a,a,120.0,0,,,,
582,583,a,a,2640.0,0,,,,158.0
583,584,d,a,1360.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",
584,585,d,c,440.0,0,,,,21.0
585,586,a,c,250.0,0,,,,87.0
586,587,d,c,330.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",112.0
587,588,d,c,15720.0,0,,,,70.0
588,589,a,c,360.0,1,18.0,2013.0,"Feb,May,Aug,Nov",
589,590,d,c,4520.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",64.0
590,591,a,c,3340.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",
591,592,a,a,2540.0,0,,,,127.0
592,593,a,c,33060.0,0,,,,70.0
593,594,a,a,1790.0,0,,,,51.0
594,595,c,c,1130.0,0,,,,7.0
595,596,c,a,290.0,0,,,,112.0
596,597,a,a,150.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec",88.0
597,598,c,a,550.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",25.0
598,599,d,c,580.0,0,,,,14.0
599,600,d,c,17340.0,1,9.0,2011.0,"Feb,May,Aug,Nov",67.0
600,601,d,a,8220.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",21.0
601,602,a,a,2710.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",174.0
602,603,a,a,340.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",105.0
603,604,d,a,10950.0,0,,,,22.0
604,605,d,a,10310.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",153.0
605,606,a,a,2260.0,0,,,,98.0
606,607,a,a,350.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",197.0
607,608,a,c,18370.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",35.0
608,609,a,a,2070.0,0,,,,100.0
609,610,a,a,660.0,0,,,,108.0
610,611,a,a,8080.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",157.0
611,612,d,c,2490.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",38.0
612,613,c,a,250.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",103.0
613,614,a,a,1160.0,0,,,,37.0
614,615,d,a,730.0,0,,,,101.0
615,616,a,c,3040.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",53.0
616,617,a,c,8940.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct",
617,618,d,c,9910.0,0,,,,
618,619,a,a,1600.0,1,45.0,2009.0,"Feb,May,Aug,Nov",115.0
619,620,d,c,5440.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",
620,621,a,a,30.0,0,,,,162.0
621,622,a,c,,0,,,,
622,623,a,a,4080.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",58.0
623,624,a,c,6920.0,0,,,,52.0
624,625,a,a,1170.0,1,22.0,2012.0,"Feb,May,Aug,Nov",57.0
625,626,c,c,10740.0,0,,,,26.0
626,627,c,c,3970.0,0,,,,70.0
627,628,a,c,2180.0,0,,,,
628,629,d,a,510.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",18.0
629,630,a,a,1690.0,0,,,,9.0
630,631,d,c,2870.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",
631,632,a,a,3350.0,0,,,,71.0
632,633,d,a,11640.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",129.0
633,634,d,a,18610.0,0,,,,
634,635,a,a,27530.0,0,,,,21.0
635,636,c,a,720.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",135.0
636,637,d,c,9790.0,1,31.0,2009.0,"Feb,May,Aug,Nov",
637,638,d,a,10170.0,0,,,,170.0
638,639,a,a,7780.0,0,,,,110.0
639,640,d,c,8040.0,0,,,,
640,641,a,c,610.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",145.0
641,642,c,c,530.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",129.0
642,643,a,a,230.0,1,18.0,2010.0,"Feb,May,Aug,Nov",67.0
643,644,c,a,4030.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",133.0
644,645,a,a,90.0,1,45.0,2009.0,"Feb,May,Aug,Nov",
645,646,a,a,620.0,0,,,,16.0
646,647,a,c,7420.0,0,,,,33.0
647,648,d,a,2130.0,0,,,,85.0
648,649,a,a,14570.0,0,,,,158.0
649,650,a,a,1420.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",39.0
650,651,a,a,200.0,0,,,,
651,652,a,a,20390.0,0,,,,
652,653,d,c,7520.0,1,45.0,2009.0,"Feb,May,Aug,Nov",18.0
653,654,c,a,6930.0,0,,,,112.0
654,655,d,c,960.0,1,5.0,2013.0,"Feb,May,Aug,Nov",38.0
655,656,d,a,410.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",81.0
656,657,c,c,80.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",120.0
657,658,d,c,520.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",
658,659,d,a,1590.0,0,,,,46.0
659,660,a,a,1200.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",110.0
660,661,d,c,2140.0,0,,,,30.0
661,662,d,a,1070.0,0,,,,
662,663,a,c,7860.0,0,,,,128.0
663,664,d,c,1680.0,0,,,,123.0
664,665,a,a,90.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",37.0
665,666,c,c,2700.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",
666,667,d,c,2870.0,0,,,,40.0
667,668,c,a,1270.0,0,,,,64.0
668,669,d,a,17080.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",42.0
669,670,a,a,2060.0,1,45.0,2009.0,"Feb,May,Aug,Nov",
670,671,a,c,2070.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct",95.0
671,672,c,a,240.0,0,,,,160.0
672,673,d,c,15170.0,1,5.0,2013.0,"Feb,May,Aug,Nov",
673,674,a,a,2640.0,1,31.0,2013.0,"Feb,May,Aug,Nov",121.0
674,675,a,a,2100.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",29.0
675,676,b,b,1410.0,0,,,,88.0
676,677,d,a,1740.0,1,45.0,2009.0,"Feb,May,Aug,Nov",19.0
677,678,c,a,3250.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",
678,679,a,a,4140.0,0,,,,40.0
679,680,c,a,170.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",
680,681,a,c,620.0,1,1.0,2014.0,"Mar,Jun,Sept,Dec",
681,682,b,a,150.0,0,,,,112.0
682,683,a,a,2850.0,0,,,,18.0
683,684,d,c,680.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",
684,685,a,a,650.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",26.0
685,686,a,a,20050.0,0,,,,165.0
686,687,d,c,2770.0,0,,,,
687,688,a,a,18760.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",5.0
688,689,d,a,15040.0,0,,,,135.0
689,690,a,a,100.0,0,,,,
690,691,d,c,3030.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",
691,692,a,a,40.0,0,,,,173.0
692,693,d,a,450.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",
693,694,a,c,460.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",38.0
694,695,a,a,550.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",54.0
695,696,a,c,430.0,0,,,,
696,697,d,a,3780.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",
697,698,a,a,1790.0,0,,,,56.0
698,699,a,a,180.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct",
699,700,a,c,830.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct",
700,701,d,a,1450.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",46.0
701,702,a,a,8550.0,1,45.0,2009.0,"Feb,May,Aug,Nov",172.0
702,703,a,a,80.0,0,,,,127.0
703,704,d,c,1910.0,0,,,,81.0
704,705,a,a,4140.0,1,18.0,2011.0,"Feb,May,Aug,Nov",40.0
705,706,d,a,7830.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",16.0
706,707,a,c,2900.0,0,,,,306.0
707,708,c,c,11470.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",75.0
708,709,a,a,500.0,0,,,,61.0
709,710,d,a,1500.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",88.0
710,711,d,a,17110.0,1,5.0,2010.0,"Jan,Apr,Jul,Oct",106.0
711,712,a,a,4870.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct",100.0
712,713,a,c,220.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",
713,714,d,c,12070.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",123.0
714,715,a,a,14810.0,0,,,,19.0
715,716,d,a,3200.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",96.0
716,717,d,c,310.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",
717,718,a,a,1100.0,0,,,,7.0
718,719,c,c,8190.0,1,45.0,2009.0,"Feb,May,Aug,Nov",
719,720,a,c,15320.0,1,14.0,2013.0,"Feb,May,Aug,Nov",58.0
720,721,a,c,3590.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",40.0
721,722,a,a,50.0,0,,,,
722,723,d,c,5650.0,1,5.0,2013.0,"Feb,May,Aug,Nov",88.0
723,724,d,c,5900.0,0,,,,
724,725,d,c,17540.0,0,,,,43.0
725,726,a,c,40540.0,0,,,,167.0
726,727,a,a,2050.0,0,,,,106.0
727,728,d,a,13990.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",
728,729,c,c,8980.0,0,,,,55.0
729,730,c,a,1190.0,0,,,,28.0
730,731,a,a,15270.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",
731,732,a,c,35280.0,0,,,,
732,733,b,b,860.0,0,,,,195.0
733,734,a,a,220.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",
734,735,d,c,1920.0,0,,,,129.0
735,736,c,c,1650.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",
736,737,a,a,100.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",104.0
737,738,d,c,5980.0,0,,,,123.0
738,739,d,c,2770.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",91.0
739,740,d,a,6400.0,0,,,,22.0
740,741,d,c,11900.0,0,,,,
741,742,d,c,4380.0,0,,,,
742,743,a,a,6710.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct",146.0
743,744,a,a,1370.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",49.0
744,745,a,a,17650.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",26.0
745,746,d,c,4330.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec",59.0
746,747,c,c,45740.0,0,,,,89.0
747,748,d,a,2380.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",70.0
748,749,a,a,3410.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",53.0
749,750,d,a,8670.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",167.0
750,751,a,a,650.0,0,,,,111.0
751,752,a,a,970.0,1,31.0,2013.0,"Feb,May,Aug,Nov",34.0
752,753,d,c,540.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",38.0
753,754,c,c,380.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",92.0
754,755,d,c,13130.0,0,,,,145.0
755,756,a,c,50.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",
756,757,a,c,3450.0,0,,,,
757,758,a,c,19780.0,0,,,,91.0
758,759,a,a,110.0,1,31.0,2013.0,"Feb,May,Aug,Nov",38.0
759,760,a,a,560.0,0,,,,60.0
760,761,a,a,2390.0,0,,,,40.0
761,762,d,c,1280.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",
762,763,d,c,32240.0,0,,,,70.0
763,764,a,c,26490.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",
764,765,a,c,25430.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",200.0
765,766,d,c,9820.0,0,,,,
766,767,a,c,13080.0,0,,,,
767,768,a,c,2630.0,0,,,,40.0
768,769,b,b,840.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",
769,770,a,c,100.0,0,,,,9.0
770,771,a,a,20640.0,0,,,,100.0
771,772,d,c,1850.0,0,,,,
772,773,a,a,200.0,0,,,,
773,774,a,c,640.0,0,,,,28.0
774,775,d,c,6970.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",121.0
775,776,c,a,700.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",81.0
776,777,d,c,8250.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec",135.0
777,778,a,a,340.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",151.0
778,779,a,a,16990.0,0,,,,141.0
779,780,a,a,18160.0,0,,,,
780,781,a,a,630.0,0,,,,105.0
781,782,c,c,5390.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",149.0
782,783,d,c,15490.0,0,,,,
783,784,a,a,560.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",15.0
784,785,d,c,970.0,1,31.0,2013.0,"Feb,May,Aug,Nov",126.0
785,786,a,a,290.0,1,5.0,2013.0,"Feb,May,Aug,Nov",110.0
786,787,c,c,3210.0,0,,,,79.0
787,788,a,c,1530.0,0,,,,34.0
788,789,a,c,9770.0,0,,,,150.0
789,790,d,c,9070.0,0,,,,145.0
790,791,a,a,5950.0,0,,,,105.0
791,792,d,a,17280.0,1,18.0,2011.0,"Feb,May,Aug,Nov",75.0
792,793,d,a,2710.0,0,,,,114.0
793,794,c,c,5090.0,0,,,,112.0
794,795,d,a,510.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",
795,796,a,c,7180.0,0,,,,38.0
796,797,a,a,2090.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",39.0
797,798,a,a,9560.0,0,,,,177.0
798,799,a,c,2700.0,0,,,,
799,800,d,a,2020.0,0,,,,18.0
800,801,d,a,48330.0,0,,,,33.0
801,802,a,c,910.0,1,22.0,2011.0,"Feb,May,Aug,Nov",
802,803,d,a,1760.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",
803,804,c,c,2100.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",
804,805,d,a,24770.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",51.0
805,806,d,a,260.0,1,44.0,2010.0,"Feb,May,Aug,Nov",
806,807,a,a,3870.0,0,,,,93.0
807,808,a,a,18620.0,1,31.0,2009.0,"Feb,May,Aug,Nov",
808,809,a,a,12770.0,0,,,,183.0
809,810,d,c,9640.0,0,,,,26.0
810,811,a,a,410.0,0,,,,40.0
811,812,d,a,2590.0,0,,,,40.0
812,813,a,a,1560.0,0,,,,148.0
813,814,d,c,24530.0,0,,,,30.0
814,815,a,a,590.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",
815,816,c,c,460.0,0,,,,
816,817,a,a,140.0,0,,,,118.0
817,818,d,a,490.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",
818,819,a,c,720.0,0,,,,15.0
819,820,a,c,1650.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",
820,821,a,a,1700.0,0,,,,76.0
821,822,a,c,410.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec",62.0
822,823,a,c,16210.0,0,,,,62.0
823,824,a,a,17570.0,0,,,,
824,825,a,a,380.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",56.0
825,826,a,c,7980.0,0,,,,127.0
826,827,a,c,250.0,0,,,,132.0
827,828,d,c,3290.0,0,,,,13.0
828,829,c,a,110.0,0,,,,
829,830,a,c,6320.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct",
830,831,a,a,800.0,0,,,,103.0
831,832,d,a,5070.0,1,45.0,2009.0,"Feb,May,Aug,Nov",
832,833,d,c,3290.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",193.0
833,834,a,a,3470.0,0,,,,46.0
834,835,a,a,2890.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",97.0
835,836,a,a,2720.0,0,,,,40.0
836,837,a,c,14600.0,0,,,,9.0
837,838,d,c,6890.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",
838,839,c,a,240.0,0,,,,12.0
839,840,a,a,1070.0,0,,,,76.0
840,841,a,a,27650.0,0,,,,137.0
841,842,d,c,1200.0,0,,,,98.0
842,843,c,a,60.0,0,,,,117.0
843,844,a,a,2030.0,1,18.0,2011.0,"Feb,May,Aug,Nov",40.0
844,845,d,a,7860.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",122.0
845,846,a,c,8860.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",141.0
846,847,c,c,190.0,1,31.0,2013.0,"Feb,May,Aug,Nov",
847,848,a,c,370.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",102.0
848,849,c,c,5000.0,0,,,,
849,850,d,a,1120.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",104.0
850,851,d,c,2330.0,1,49.0,2014.0,"Mar,Jun,Sept,Dec",
851,852,c,a,940.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",141.0
852,853,a,a,14040.0,0,,,,
853,854,c,a,4770.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",
854,855,a,a,3440.0,1,45.0,2009.0,"Feb,May,Aug,Nov",
855,856,a,a,3020.0,0,,,,71.0
856,857,c,a,6270.0,1,23.0,2014.0,"Mar,Jun,Sept,Dec",125.0
857,858,a,a,3370.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",85.0
858,859,c,a,21770.0,0,,,,6.0
859,860,c,c,5980.0,0,,,,71.0
860,861,c,c,740.0,1,14.0,2013.0,"Mar,Jun,Sept,Dec",
